default,student,balance,income
No,No,1787.6038198545,33312.8066836098
No,No,964.5413057695,33908.0513820675
No,No,931.5769841864,52703.7912231804
No,No,10.0565726041,37673.3165455752
No,Yes,1971.6632361565,22040.2627413006
No,Yes,1171.5199158229,17642.2677538646
No,No,784.3836919923,44927.4957037727
No,Yes,295.4807145291,17324.0416254492
Yes,Yes,1475.0574378172,20210.2726246288
No,No,950.471369519,38990.1738558434
No,Yes,1083.7023615897,17522.7306868447
No,Yes,1334.6662644724,18064.7783445647
Yes,No,1332.3861776658,53517.350489625
No,No,314.5480494211,43440.6040612716
No,Yes,683.1898967592,12367.6971268167
No,Yes,1087.4127553467,17060.5942899899
No,No,443.6347834248,46611.0206328516
No,No,426.5528802759,34191.2952216818
No,No,532.9847407603,55847.2859530335
No,Yes,1378.2173385202,20119.8291955569
No,No,470.0359134429,29309.127258716
No,Yes,470.3093927053,10062.0836038357
No,No,400.0591103762,30160.2889819035
No,Yes,700.3351716838,15905.2126952829
No,No,1266.7726359322,47991.0501265717
No,No,116.3537354096,30765.3518002466
No,Yes,1023.6385347962,15738.1600121976
No,Yes,1328.6715310133,13389.4337862024
No,No,1032.1851777208,46541.6494690502
No,Yes,1093.6390584113,14790.7691896556
No,No,587.7644960043,39618.8173562607
No,No,1379.1843141749,48254.600009129
No,Yes,444.0253083815,23691.9832171524
No,Yes,597.6024870611,21296.6123042634
No,No,738.1944101756,35134.2653548643
No,No,563.4911731257,47142.4498544045
No,Yes,1518.7156455218,23877.819849633
No,No,1610.7196806475,30098.8239905995
No,Yes,542.3896938403,14294.5950802359
No,No,586.1690703511,31466.8513376787
No,Yes,648.8853641449,24457.3640797038
No,Yes,913.0464559222,17139.5796008871
No,No,1650.8960188015,43478.128206742
No,No,758.5061123613,37485.9081337746
No,No,1955.5573555918,45507.9115047977
No,No,874.9416209192,39807.6795515543
No,Yes,1124.5673759015,28936.9062201587
No,No,0,29427.9148424807
No,No,184.5691415307,44021.3021640857
No,No,1133.7997834312,39860.1632176141
No,Yes,1148.9231394453,19717.4262918616
No,No,1040.2724722088,35639.5543014442
No,No,818.4962932306,34903.6775480158
No,Yes,1228.6558163041,17460.6421607778
No,Yes,16.4148836029,24291.3494232028
No,No,763.9007760155,64967.6404491418
No,Yes,1667.3088270094,15614.8209145114
No,No,637.4918792621,48942.6121416591
No,No,911.1320578805,31265.2177134849
No,No,125.0538440555,50059.5471192676
No,Yes,548.2788232212,15308.599994734
No,No,795.0348699174,34169.669733554
No,No,649.1590457143,37015.2749917907
No,No,0,51758.4102919257
No,No,292.3343827858,41036.1292563615
No,No,1285.9918026228,31068.1225273061
No,No,845.8543023075,44480.6553247618
No,Yes,1660.1117979187,26838.933054139
No,No,610.5686385329,36145.0170221682
No,Yes,1137.4210849275,16177.2729087737
No,Yes,1115.7685621803,11496.5418079491
No,No,302.1642897819,28805.0626731863
No,No,1074.1433568472,35054.5844246288
No,No,510.9601759986,32151.8489790563
No,No,974.410565287,43861.8019235383
No,No,46.183288443,42533.7153588048
No,No,1731.6045277708,58075.9436880706
No,No,1429.3933785086,31387.700328731
No,No,503.5138088145,62115.1050819044
Yes,Yes,2179.2214280588,15302.7765041428
No,No,1047.1396886283,46007.9806068582
No,Yes,1049.6035740461,11137.861038864
No,No,1372.9358217614,35467.7576566948
No,No,826.6385928547,47358.5490213203
No,No,1005.1630821859,42127.9944739671
No,No,618.6105239723,45154.7478427691
No,No,1073.8254208891,47935.0053222894
No,No,1108.8009967999,39676.554561882
No,No,583.7120007589,42590.1241396148
No,No,698.6738292001,29580.0691003383
No,No,929.576189949,40442.0631153395
No,No,916.5979585386,41432.4344975866
No,Yes,1219.3766769492,11361.8238642259
No,No,265.2958484385,45828.0188499132
No,Yes,1255.4258351872,19885.7611482268
No,No,326.3972934382,30156.3554233718
No,No,1821.0031518115,54051.9823381261
No,Yes,1357.4234657574,25733.3093953223
No,No,1187.4738006445,53318.9933606233
No,Yes,925.9048606743,20952.5861354429
No,No,32.0680789944,38788.6604713797
No,No,685.1975864681,36015.4188571331
No,No,1071.8991501772,54791.8055670014
No,No,874.4902512348,50078.4594220413
No,No,926.309641202,38093.9775189344
No,No,1235.6408088385,53171.2968821341
No,Yes,1155.5046668591,24840.7617468418
Yes,No,1360.3857819872,28992.0018194355
No,No,234.9957764611,40394.4210479398
No,Yes,1405.6589267834,19701.7554335566
No,Yes,1161.0261765112,13913.4419563153
No,No,1541.3208022226,32508.3839000633
No,No,1456.6524564459,59361.9183453124
No,No,83.0803727288,45442.8298623253
No,No,95.8981854985,31437.4232324923
No,No,674.8047169622,47653.6159785354
No,No,917.7839802701,44466.8850284853
No,Yes,759.8033263807,14217.6988810763
Yes,Yes,2004.3940010495,18860.8466453611
No,No,1469.6038356464,43436.9520748192
No,No,200.2748083735,36926.3975468474
No,No,843.4296594463,39512.0690455385
No,No,676.7633505971,34400.8608868938
No,No,46.0920895774,42025.762307949
No,No,542.842025366,48897.7525440451
No,No,89.9098954244,30004.4707967452
No,No,908.1844428124,37319.6225749996
No,No,0,46306.936285731
No,Yes,1326.8483924212,20790.2539652011
No,Yes,993.8172665905,12531.0255005456
No,Yes,1084.3813239017,20881.4565211616
No,No,1197.7115396839,30377.2500292142
No,No,1378.2970677695,43411.6619224584
No,No,182.7419948786,32359.2092126212
No,No,529.6503068822,35102.2751291454
No,Yes,1632.3543611731,15763.584571284
No,Yes,1119.202525617,20619.5097530825
No,No,787.136817635,45772.6140322452
No,Yes,969.7841590544,21412.6009801252
No,No,1256.9826501902,38083.130364008
No,No,1015.0454270569,31026.4130144171
No,Yes,1197.6089572711,17452.0000360637
No,Yes,847.4580256423,16926.3500223677
No,No,598.4386355569,52896.0596979918
No,Yes,983.0922765462,17001.6491859906
No,No,1296.2674233052,45226.121016122
No,No,412.3971419679,30206.9588196402
No,Yes,367.3634192747,16295.5624749992
No,Yes,894.7254905939,19335.6340358215
No,No,75.8341255843,42075.0478357006
No,No,642.5352175612,34893.785940483
No,Yes,1777.2845546784,14567.8139813121
No,No,370.0332878884,44507.211314214
No,No,653.3734569592,52276.5854009763
No,No,793.9121633863,48907.6838409864
No,No,509.7784392563,38614.4131337821
No,No,947.8137894553,42094.4701536065
No,Yes,860.8353998996,19514.763516061
No,No,302.2270485917,35232.4604410526
No,No,891.8873792966,35062.5381865466
No,No,1377.5587517305,38364.6791518545
No,Yes,1222.958463678,15174.9724609139
No,No,378.970424423,39492.0119537958
No,No,0,41523.752477371
No,Yes,1103.9130012472,28552.5373346619
No,Yes,704.4725218811,21140.275640308
No,Yes,1402.3105698251,21566.5568755441
No,Yes,68.3766078185,10996.0878573815
No,No,409.5960722886,30627.5029402373
No,Yes,655.7009446844,19915.2328521123
No,Yes,654.8146681949,14504.3964074862
No,No,1255.9201247009,43929.1432181938
No,No,1217.9608877358,33443.3064093113
No,No,691.8931985071,35562.6093686611
No,Yes,548.1362887881,19501.3410678754
No,No,437.546069429,31537.1269325829
No,No,1067.8424386385,70700.6478404576
No,No,521.4397781274,31981.8581197516
No,Yes,1348.9953202389,25805.8099647288
No,No,674.663700317,41798.3916232607
No,Yes,1470.3385626586,19647.1423253636
No,No,859.0079101335,43101.8738068424
No,No,1114.088014707,59200.1369964562
No,No,773.3268066631,51787.7894414781
No,Yes,803.9689750473,16553.7728259018
No,No,376.2925647745,43940.0480641767
No,No,829.7296770702,36164.1541822576
No,No,299.8906332673,34920.1815445572
No,Yes,148.6570947148,15645.7771213044
No,No,705.1135859938,47752.1592298761
No,No,467.8641352908,43308.6965719809
No,No,382.0942862046,38348.2861872948
No,No,450.3090116134,46172.7250884025
No,No,379.9145928557,39064.0485206065
No,Yes,151.7714010588,18659.0709439774
No,No,1535.2244726514,35282.2280185965
No,No,1596.8734298665,34655.8800325605
No,No,778.0601546358,52545.578049973
No,No,107.7066719065,42199.9676256284
No,Yes,961.7978206193,13389.0694050288
No,Yes,235.2497893405,13360.9251942154
No,No,935.3381556571,57139.3048612283
No,No,0,34563.0458822401
No,No,10.3068907226,37590.3095819752
No,Yes,2370.4636115264,24251.9587219194
No,No,1447.0222805794,37322.710221796
No,No,1474.0615442961,47040.8085875203
No,No,913.6383267262,50351.1551950528
No,No,1028.8863380689,34257.632772859
No,No,563.8917207351,54147.7083859983
No,Yes,747.8216828071,19330.3084037704
No,Yes,811.5399409028,13828.9686562225
No,Yes,797.3736474808,23438.1458035913
No,No,701.9181565749,53151.7607278083
No,No,1195.3598222007,42107.3640000123
Yes,No,1672.5060627392,66466.460890915
No,Yes,579.7213046091,18555.7525862376
No,No,1143.2004594533,28900.7277879119
Yes,Yes,1237.6218657138,14862.7054597298
No,No,740.9570804833,48683.2203818321
No,Yes,1470.4745864101,18621.170430494
No,No,507.6786163154,45839.1341797568
No,Yes,452.3023556099,19922.6401247417
No,No,431.9049281188,30115.152829135
No,No,388.9354652599,36932.8101191799
No,Yes,647.2601142482,18905.8538390556
No,No,1069.1303006438,42361.0467518263
No,No,517.9885180603,45495.0054253039
No,No,995.1223306407,47286.8309114811
No,No,0,55069.8122112149
No,No,480.5711421479,36192.0903233484
No,No,413.8588246353,42453.6818753791
No,No,730.0720038641,47074.2289180681
No,No,11.3077833334,43520.4888003279
No,Yes,1507.8924512767,14632.2576606953
No,Yes,1129.1139091864,13580.2569642632
No,No,1159.9365796038,46789.8806265537
No,No,817.9824402627,40658.5899130617
No,Yes,901.1752435227,16745.066848549
No,Yes,1778.1215124363,17060.9274523287
No,No,1036.7566861592,34912.7894575472
No,No,199.1361487044,49292.5456549724
No,Yes,1295.6905509852,23191.2365261002
No,Yes,468.2576617661,6365.5645758952
No,No,202.3212081042,37188.5693842123
No,No,621.0034435403,37249.4364352527
No,No,963.3324810847,30100.7622696918
No,No,1106.6970123415,51879.7184800111
No,No,1391.4076888259,30427.2025804345
No,No,198.5947905416,58598.6676423446
No,No,90.6826966306,37914.4013067847
No,No,460.873865041,49243.4447853166
No,No,1182.4448318561,34784.7881285648
No,No,748.434422248,43215.8297292764
No,Yes,1727.5545914541,11608.128446401
No,No,831.4782221783,39079.7884540231
No,No,655.6291500559,40257.9329916046
No,Yes,787.1367086129,22434.9764528939
No,Yes,760.8953501241,20070.1480040007
No,No,0,44387.5749015598
No,No,523.3884426489,53115.599362511
No,No,481.5910034054,35817.7612925548
No,Yes,1414.6577991223,17954.8525455556
No,Yes,1103.2167764416,22410.9082953532
No,No,948.6964527995,38247.913228973
No,Yes,725.5724194552,9019.5455123587
No,No,1727.3490014124,40791.1429214149
No,No,891.6073041574,43925.9644223325
No,No,667.2904930031,66538.3442219194
No,Yes,1060.2637102622,15661.409003229
No,Yes,830.8605751041,18259.6642152219
No,No,319.1745766916,44410.5315566714
No,No,1147.2744839808,44871.5494446034
No,No,664.5115204184,47878.8338334518
No,No,1066.899512361,35567.7620740215
No,Yes,374.9767673947,19806.5190903651
No,No,549.1913427399,43688.6804186368
No,Yes,943.5813708016,17730.919262011
No,No,111.2850397679,42292.2977730561
No,No,504.7395253422,59560.1796602225
No,No,798.4773510644,32921.633935552
Yes,No,2008.4585959104,35145.0476213865
No,No,965.9265722203,29219.0707750405
No,No,1768.1399779729,30762.1052139087
No,No,435.0553769187,32198.0248784528
No,Yes,685.63194454,15892.0925406445
No,Yes,745.2306212607,12877.5095009707
No,No,161.7594873743,43676.0574090646
No,No,0,32558.4750927352
No,No,1389.2864670902,38373.0145244978
No,No,802.0926753622,45052.5804474234
No,Yes,335.8226354521,16123.1133521949
No,No,1031.7862574533,39260.0062189948
No,No,893.241644742,43816.2254733528
No,No,1007.2779946476,45124.0404355969
No,No,786.8023083622,38023.6148140319
No,Yes,1814.5588952913,24177.2725239766
No,No,116.2188756201,50109.0234146974
No,No,839.9240942037,47347.6767077934
No,Yes,824.6917018263,15158.6247871037
No,No,933.7511520755,52319.1535099304
No,No,459.3876653261,37630.6133189642
No,Yes,870.0239927053,15955.8851517715
No,No,150.7838406805,32106.4836371526
No,No,1215.1704734683,55230.648185661
No,No,1435.3600954262,33728.8923192302
No,No,338.0683218623,47340.0266909586
No,Yes,1056.9473989277,20304.0981203317
No,No,194.1734166202,28743.1643692778
No,No,298.5096896043,50229.7797437753
No,Yes,938.3393289855,21911.7272119656
No,No,1297.3924305036,47095.2215664773
No,No,690.2283827645,56958.599355471
No,No,1013.9064305799,34166.8264938287
No,No,1213.7941049861,48796.8492780349
No,No,0,39269.8359156486
No,Yes,1399.9502566184,11010.2124515938
No,No,590.9997300156,50246.7155358911
No,No,1438.8336909851,35532.3993174811
No,No,438.2346851953,48859.2610204599
No,No,783.001515615,37428.2200371324
No,No,1864.946403425,48678.4151933007
No,No,208.050443946,46840.5192698469
No,No,621.1651351004,32168.5528989598
No,No,994.1999643167,52689.5394318756
No,No,674.6401585404,42463.5249695872
No,No,537.5871864512,46953.3768092795
No,No,690.3409421953,29924.229458693
No,Yes,1369.4082758894,18144.3502642041
No,No,654.2775890319,37706.5948741313
No,No,798.031313994,29934.1432291843
No,No,763.2248929208,48170.3599207953
No,No,1663.6163475633,52975.2636119246
No,No,988.3939471065,49804.2837531124
No,No,1419.6318916146,40295.2687995018
No,Yes,1196.041821814,19665.8291971639
No,No,1028.1812494583,32249.8456721917
No,No,523.5010993525,39168.1742529548
No,No,517.4596209364,39543.5871031994
No,Yes,764.5629974154,5082.9926313512
No,No,206.9488463693,53058.561408706
No,No,847.9815065678,43023.5850115808
No,No,0,40540.6944115759
No,No,631.7471321638,37936.0434327245
No,No,1014.5991043796,51438.7101991499
No,No,157.2800282133,41415.3960305557
No,No,525.4851998141,43737.904263688
No,No,962.9486146044,28660.9305693435
Yes,Yes,2321.8822207841,21331.3147812222
No,Yes,1128.7801559571,17231.808467394
No,Yes,2118.8005742191,18791.8520844699
No,No,1244.392243722,33880.2992197885
No,No,1177.9172679304,49061.7229070424
No,No,0,44225.6158550561
No,Yes,492.6570685479,10154.1562624726
No,No,0,62689.0330317791
No,No,530.2512985614,39311.3257110561
No,No,0,45104.0940277016
No,No,1028.1746108424,51228.3021076555
No,Yes,488.2385514818,33003.4229511569
No,No,4.4589382993,46970.4964206441
No,No,1636.3161527507,35814.7919837632
No,No,107.9218494155,33764.2020744309
No,Yes,129.1843570025,20570.8541996302
No,No,956.9854005886,38285.7478995927
No,Yes,823.0640631266,17254.3984155632
No,No,458.9984676418,33163.5453487024
No,Yes,867.9046788804,18949.0273423076
No,Yes,117.8094412884,18752.8302016095
No,No,474.6661055157,42058.777310287
No,Yes,1180.5291458877,19139.3002329259
No,No,315.8506084273,47328.9827476038
No,Yes,552.2040873403,22554.5785225528
Yes,No,1342.2628740493,35691.6373626218
No,No,407.2897559652,45376.2359070935
No,No,1624.9564649625,47574.5597163584
No,Yes,548.4547298881,21672.5398863769
No,No,908.8882984423,42205.2064968203
No,Yes,969.8986849442,17940.1191271848
No,Yes,966.3508380426,11776.5291469195
No,No,628.5669713007,37617.1191790581
No,Yes,882.9774249217,8833.6685957452
No,No,824.9954903173,34277.5258971332
No,No,762.9128370889,41617.8139540496
No,No,1246.229525089,49479.5768167893
No,No,60.9607616734,41548.1172690808
No,No,1377.9788157022,34683.6124468226
No,No,1215.2525459099,43793.1158439609
No,No,839.8737553694,39158.2375495066
No,No,982.3816071251,29157.2922710833
No,Yes,927.5165876061,4143.1188436957
No,No,433.8578193328,30581.5828674348
No,Yes,973.9031101958,21590.0349041124
No,No,713.7511067948,37230.0737161792
No,No,1326.0648644788,34945.8009455043
No,Yes,1135.3611837159,24314.0368794181
No,No,0,50805.0365860861
No,No,43.896473214,48543.5990899145
No,No,666.3701769753,50105.267599429
No,Yes,0,18426.2607220242
Yes,Yes,2334.1235592865,19335.8892870067
No,No,303.7911750317,28525.4017296092
No,No,634.4950473208,35131.3015268333
No,Yes,853.8183574353,18750.7506332069
No,No,747.4553933812,43898.7506313104
No,Yes,1120.0302733812,19170.4583479794
No,No,1290.1915420037,36898.9287227477
No,No,1348.785018423,33488.4129166473
Yes,No,1632.8941175597,44326.5848389279
No,No,693.6306932685,32594.6637582436
No,No,467.5830885416,43435.8366137129
No,Yes,1217.6673550098,20977.2351863501
No,No,872.0713576222,36004.6448067571
No,No,0,28659.4883821409
No,No,894.7344842139,37903.5264631725
No,Yes,361.610466867,21685.6922327124
No,Yes,937.1974340229,18411.8244296162
No,No,0,55760.5019383757
No,No,339.5318646972,31092.7576531692
No,No,423.7145505848,32640.2940725967
No,Yes,1529.0617047838,17358.0429765912
No,No,894.1144875221,47681.6228289047
No,No,760.7208238111,40854.469068475
No,No,883.0162511469,37961.1559197859
No,Yes,1322.5854970677,15304.2603945019
No,No,2036.9931892392,31384.1300026505
No,No,751.399917254,54993.4078424962
No,No,829.2816512298,58070.1125623816
No,No,1160.0612652402,51895.3040377882
No,No,1197.7718810429,44047.691182016
No,No,417.5922107571,48035.6096423654
No,No,777.8244481144,43910.9885619203
No,No,625.7461988373,29644.2083028025
No,No,1382.7757738315,36232.3193301436
No,No,0,44525.8493492165
No,No,131.5766729643,51106.9948502149
No,Yes,1096.1846064355,15535.5486634707
No,No,499.1739193337,44773.5753282789
No,No,1236.2187197675,37884.5660973391
Yes,No,2147.3125781201,58271.3908258596
No,No,516.2165693014,42446.0411816577
No,Yes,113.2764759659,21068.1640255051
No,No,352.3277028352,40716.1748054209
No,Yes,1378.9131165102,14329.7712342385
No,Yes,482.5452582932,21369.2750915314
No,No,813.2006512315,49477.5115079057
No,Yes,1330.4851806481,13765.4413250231
No,No,1373.533032617,56878.3350569795
No,Yes,1411.6073645835,16677.3069228501
No,No,313.8050859047,37720.7620953016
Yes,Yes,1803.9445672408,29100.8192252135
No,No,964.5246557046,40814.6529077642
No,No,1139.3707019543,42759.3825328246
No,Yes,1009.431088954,21904.6927706133
No,No,673.6980514439,41891.4259686795
No,Yes,1288.5519577711,24918.4150782296
No,Yes,2388.1740093942,7832.1356435425
No,No,0,34545.09712324
No,Yes,1119.3866095477,20011.4688698159
No,No,1352.7034425115,35743.0039605073
No,Yes,886.3485401113,17534.4670783535
No,Yes,1468.7952197238,25038.8165029696
No,No,727.3734928849,46329.0277506726
No,No,593.4338377371,36995.8215420113
No,Yes,1168.3406405098,13580.9466378274
No,No,541.7844749649,56100.1054254979
No,No,1055.4147888543,29967.173376934
No,No,399.7235904967,43243.6660984663
No,Yes,552.8777042386,14320.8597947813
No,No,1189.7521336209,50838.5172180485
No,No,698.0014773003,38135.5587008128
No,No,431.5360551781,46941.0589440984
No,No,851.103567491,53433.5741701953
No,No,1457.7160543213,37453.8397748468
No,Yes,992.2802505341,13958.291477701
No,No,387.7613416661,40063.7276405824
No,No,794.1762128195,43335.9850414375
